user_id,date,mood
271,2017-01-01,4
272,2017-01-01,2
273,2017-01-01,2
274,2017-01-01,5
275,2017-01-01,4
276,2017-01-01,2
277,2017-01-01,1
278,2017-01-01,5
279,2017-01-01,5
280,2017-01-01,2
281,2017-01-01,3
282,2017-01-01,1
283,2017-01-01,5
284,2017-01-01,2
285,2017-01-01,4
286,2017-01-01,1
287,2017-01-01,2
288,2017-01-01,5
289,2017-01-01,5
290,2017-01-01,4
291,2017-01-01,1
292,2017-01-01,4
293,2017-01-01,1
294,2017-01-01,4
295,2017-01-01,2
296,2017-01-01,2
297,2017-01-01,3
298,2017-01-01,5
299,2017-01-01,1
300,2017-01-01,5
301,2017-01-01,4
302,2017-01-01,2
303,2017-01-01,5
305,2017-01-01,1
306,2017-01-01,5
307,2017-01-01,1
308,2017-01-01,1
309,2017-01-01,2
310,2017-01-01,1
311,2017-01-01,1
312,2017-01-01,5
313,2017-01-01,1
314,2017-01-01,5
315,2017-01-01,4
316,2017-01-01,2
317,2017-01-01,3
318,2017-01-01,2
319,2017-01-01,1
320,2017-01-01,1
321,2017-01-01,4
322,2017-01-01,1
323,2017-01-01,4
324,2017-01-01,3
325,2017-01-01,4
326,2017-01-01,4
327,2017-01-01,1
328,2017-01-01,4
329,2017-01-01,5
330,2017-01-01,4
331,2017-01-01,2
333,2017-01-01,1
334,2017-01-01,5
335,2017-01-01,4
336,2017-01-01,4
337,2017-01-01,5
338,2017-01-01,4
339,2017-01-01,5
340,2017-01-01,1
341,2017-01-01,3
342,2017-01-01,3
343,2017-01-01,3
344,2017-01-01,1
345,2017-01-01,1
346,2017-01-01,2
347,2017-01-01,1
348,2017-01-01,3
349,2017-01-01,1
350,2017-01-01,3
351,2017-01-01,3
352,2017-01-01,3
353,2017-01-01,5
354,2017-01-01,1
355,2017-01-01,2
356,2017-01-01,4
357,2017-01-01,5
358,2017-01-01,1
359,2017-01-01,5
360,2017-01-01,3
361,2017-01-01,3
362,2017-01-01,1
363,2017-01-01,5
364,2017-01-01,1
365,2017-01-01,2
366,2017-01-01,4
367,2017-01-01,3
368,2017-01-01,5
369,2017-01-01,4
370,2017-01-01,4
371,2017-01-01,1
372,2017-01-01,4
373,2017-01-01,2
374,2017-01-01,1
375,2017-01-01,4
376,2017-01-01,5
378,2017-01-01,5
379,2017-01-01,2
380,2017-01-01,2
381,2017-01-01,1
382,2017-01-01,3
383,2017-01-01,3
384,2017-01-01,5
385,2017-01-01,4
386,2017-01-01,1
387,2017-01-01,1
388,2017-01-01,3
389,2017-01-01,3
390,2017-01-01,5
391,2017-01-01,3
392,2017-01-01,2
393,2017-01-01,1
395,2017-01-01,4
396,2017-01-01,4
397,2017-01-01,1
398,2017-01-01,5
399,2017-01-01,5
400,2017-01-01,1
401,2017-01-01,3
402,2017-01-01,2
403,2017-01-01,2
404,2017-01-01,5
405,2017-01-01,5
406,2017-01-01,3
407,2017-01-01,5
408,2017-01-01,1
409,2017-01-01,1
410,2017-01-01,1
411,2017-01-01,4
412,2017-01-01,3
413,2017-01-01,1
414,2017-01-01,5
415,2017-01-01,2
416,2017-01-01,3
417,2017-01-01,2
418,2017-01-01,4
419,2017-01-01,3
420,2017-01-01,1
421,2017-01-01,2
422,2017-01-01,4
423,2017-01-01,5
424,2017-01-01,4
425,2017-01-01,2
426,2017-01-01,4
427,2017-01-01,3
428,2017-01-01,5
429,2017-01-01,5
430,2017-01-01,3
431,2017-01-01,3
432,2017-01-01,5
433,2017-01-01,4
434,2017-01-01,2
435,2017-01-01,1
436,2017-01-01,2
437,2017-01-01,5
438,2017-01-01,3
439,2017-01-01,5
440,2017-01-01,1
441,2017-01-01,5
442,2017-01-01,2
443,2017-01-01,4
444,2017-01-01,1
445,2017-01-01,3
446,2017-01-01,2
447,2017-01-01,4
448,2017-01-01,3
449,2017-01-01,2
450,2017-01-01,5
451,2017-01-01,1
452,2017-01-01,2
453,2017-01-01,1
454,2017-01-01,3
455,2017-01-01,1
456,2017-01-01,5
457,2017-01-01,2
458,2017-01-01,3
459,2017-01-01,5
460,2017-01-01,3
461,2017-01-01,4
462,2017-01-01,5
463,2017-01-01,5
464,2017-01-01,2
465,2017-01-01,3
466,2017-01-01,3
467,2017-01-01,1
468,2017-01-01,4
469,2017-01-01,1
470,2017-01-01,5
471,2017-01-01,1
472,2017-01-01,5
473,2017-01-01,3
474,2017-01-01,4
475,2017-01-01,5
476,2017-01-01,3
477,2017-01-01,1
478,2017-01-01,2
479,2017-01-01,4
480,2017-01-01,1
481,2017-01-01,2
482,2017-01-01,2
483,2017-01-01,1
484,2017-01-01,2
485,2017-01-01,2
486,2017-01-01,1
487,2017-01-01,5
488,2017-01-01,5
489,2017-01-01,1
490,2017-01-01,3
491,2017-01-01,4
492,2017-01-01,2
493,2017-01-01,5
494,2017-01-01,5
495,2017-01-01,2
496,2017-01-01,4
497,2017-01-01,5
498,2017-01-01,1
499,2017-01-01,3
500,2017-01-01,1
501,2017-01-01,5
502,2017-01-01,3
503,2017-01-01,1
504,2017-01-01,5
505,2017-01-01,1
506,2017-01-01,5
507,2017-01-01,3
508,2017-01-01,1
509,2017-01-01,4
510,2017-01-01,2
511,2017-01-01,3
512,2017-01-01,1
513,2017-01-01,2
514,2017-01-01,1
515,2017-01-01,3
516,2017-01-01,5
517,2017-01-01,4
518,2017-01-01,3
519,2017-01-01,2
520,2017-01-01,1
521,2017-01-01,4
522,2017-01-01,3
523,2017-01-01,3
524,2017-01-01,4
525,2017-01-01,3
526,2017-01-01,5
527,2017-01-01,2
528,2017-01-01,2
529,2017-01-01,3
530,2017-01-01,4
531,2017-01-01,5
532,2017-01-01,4
533,2017-01-01,2
534,2017-01-01,4
535,2017-01-01,3
536,2017-01-01,4
537,2017-01-01,5
538,2017-01-01,1
539,2017-01-01,3
540,2017-01-01,3
541,2017-01-01,5
542,2017-01-01,2
543,2017-01-01,1
544,2017-01-01,4
545,2017-01-01,1
546,2017-01-01,2
547,2017-01-01,4
548,2017-01-01,4
549,2017-01-01,5
550,2017-01-01,4
551,2017-01-01,2
552,2017-01-01,4
553,2017-01-01,2
554,2017-01-01,3
555,2017-01-01,3
556,2017-01-01,4
557,2017-01-01,4
558,2017-01-01,1
559,2017-01-01,3
560,2017-01-01,5
561,2017-01-01,2
562,2017-01-01,3
563,2017-01-01,1
564,2017-01-01,4
565,2017-01-01,5
566,2017-01-01,1
567,2017-01-01,4
568,2017-01-01,2
569,2017-01-01,5
570,2017-01-01,5
571,2017-01-01,3
572,2017-01-01,2
573,2017-01-01,2
574,2017-01-01,2
575,2017-01-01,2
576,2017-01-01,2
577,2017-01-01,5
578,2017-01-01,3
579,2017-01-01,3
580,2017-01-01,4
581,2017-01-01,2
582,2017-01-01,4
583,2017-01-01,5
584,2017-01-01,3
585,2017-01-01,1
586,2017-01-01,3
587,2017-01-01,1
588,2017-01-01,1
589,2017-01-01,5
590,2017-01-01,3
591,2017-01-01,5
592,2017-01-01,5
593,2017-01-01,5
594,2017-01-01,4
595,2017-01-01,3
596,2017-01-01,5
597,2017-01-01,4
598,2017-01-01,2
599,2017-01-01,2
600,2017-01-01,5
601,2017-01-01,2
602,2017-01-01,1
603,2017-01-01,4
604,2017-01-01,2
605,2017-01-01,1
606,2017-01-01,3
607,2017-01-01,1
608,2017-01-01,2
609,2017-01-01,3
610,2017-01-01,1
611,2017-01-01,4
612,2017-01-01,3
613,2017-01-01,1
614,2017-01-01,4
615,2017-01-01,3
616,2017-01-01,1
617,2017-01-01,3
618,2017-01-01,5
619,2017-01-01,5
620,2017-01-01,2
621,2017-01-01,4
622,2017-01-01,1
623,2017-01-01,2
624,2017-01-01,3
625,2017-01-01,4
626,2017-01-01,2
627,2017-01-01,4
628,2017-01-01,1
629,2017-01-01,2
630,2017-01-01,1
631,2017-01-01,3
632,2017-01-01,3
633,2017-01-01,3
634,2017-01-01,5
635,2017-01-01,1
636,2017-01-01,5
637,2017-01-01,1
638,2017-01-01,2
639,2017-01-01,4
640,2017-01-01,4
641,2017-01-01,2
642,2017-01-01,4
643,2017-01-01,2
644,2017-01-01,3
645,2017-01-01,3
646,2017-01-01,2
647,2017-01-01,3
648,2017-01-01,2
649,2017-01-01,3
650,2017-01-01,5
651,2017-01-01,5
652,2017-01-01,5
653,2017-01-01,3
654,2017-01-01,1
655,2017-01-01,2
656,2017-01-01,5
657,2017-01-01,2
658,2017-01-01,3
659,2017-01-01,4
660,2017-01-01,3
661,2017-01-01,3
662,2017-01-01,4
663,2017-01-01,4
665,2017-01-01,5
666,2017-01-01,5
667,2017-01-01,5
668,2017-01-01,3
669,2017-01-01,5
670,2017-01-01,3
671,2017-01-01,5
672,2017-01-01,3
673,2017-01-01,3
674,2017-01-01,3
675,2017-01-01,2
676,2017-01-01,4
677,2017-01-01,1
678,2017-01-01,4
679,2017-01-01,3
680,2017-01-01,3
681,2017-01-01,4
682,2017-01-01,2
683,2017-01-01,5
684,2017-01-01,1
685,2017-01-01,3
686,2017-01-01,1
687,2017-01-01,2
688,2017-01-01,4
689,2017-01-01,5
690,2017-01-01,4
691,2017-01-01,3
692,2017-01-01,2
693,2017-01-01,3
694,2017-01-01,4
695,2017-01-01,1
696,2017-01-01,4
697,2017-01-01,4
698,2017-01-01,4
699,2017-01-01,5
700,2017-01-01,5
701,2017-01-01,4
702,2017-01-01,2
703,2017-01-01,2
704,2017-01-01,3
705,2017-01-01,3
706,2017-01-01,4
707,2017-01-01,2
708,2017-01-01,5
709,2017-01-01,5
710,2017-01-01,2
711,2017-01-01,3
712,2017-01-01,1
713,2017-01-01,1
714,2017-01-01,1
715,2017-01-01,3
716,2017-01-01,2
717,2017-01-01,3
718,2017-01-01,4
719,2017-01-01,5
720,2017-01-01,1
721,2017-01-01,4
722,2017-01-01,5
723,2017-01-01,4
724,2017-01-01,3
725,2017-01-01,5
726,2017-01-01,4
727,2017-01-01,4
728,2017-01-01,1
729,2017-01-01,5
730,2017-01-01,2
731,2017-01-01,3
732,2017-01-01,2
733,2017-01-01,5
734,2017-01-01,5
735,2017-01-01,5
736,2017-01-01,4
737,2017-01-01,4
738,2017-01-01,3
739,2017-01-01,1
740,2017-01-01,4
741,2017-01-01,3
742,2017-01-01,3
743,2017-01-01,2
744,2017-01-01,2
745,2017-01-01,1
746,2017-01-01,3
747,2017-01-01,1
748,2017-01-01,2
749,2017-01-01,5
750,2017-01-01,1
751,2017-01-01,3
752,2017-01-01,3
753,2017-01-01,5
754,2017-01-01,1
755,2017-01-01,5
756,2017-01-01,4
757,2017-01-01,4
758,2017-01-01,4
759,2017-01-01,3
760,2017-01-01,1
761,2017-01-01,3
762,2017-01-01,1
763,2017-01-01,5
764,2017-01-01,3
765,2017-01-01,2
766,2017-01-01,5
767,2017-01-01,5
768,2017-01-01,5
769,2017-01-01,5
770,2017-01-01,3
772,2017-01-01,1
773,2017-01-01,3
774,2017-01-01,1
775,2017-01-01,3
776,2017-01-01,1
777,2017-01-01,1
778,2017-01-01,2
779,2017-01-01,4
780,2017-01-01,3
781,2017-01-01,2
782,2017-01-01,2
783,2017-01-01,3
784,2017-01-01,5
785,2017-01-01,1
786,2017-01-01,2
787,2017-01-01,4
788,2017-01-01,2
789,2017-01-01,4
790,2017-01-01,3
791,2017-01-01,2
792,2017-01-01,4
793,2017-01-01,4
794,2017-01-01,2
795,2017-01-01,1
796,2017-01-01,1
797,2017-01-01,2
798,2017-01-01,4
799,2017-01-01,4
800,2017-01-01,1
801,2017-01-01,1
802,2017-01-01,2
803,2017-01-01,5
804,2017-01-01,5
805,2017-01-01,3
806,2017-01-01,4
807,2017-01-01,1
808,2017-01-01,2
809,2017-01-01,4
810,2017-01-01,3
811,2017-01-01,1
812,2017-01-01,2
813,2017-01-01,1
814,2017-01-01,2
815,2017-01-01,4
816,2017-01-01,2
817,2017-01-01,4
818,2017-01-01,3
819,2017-01-01,3
820,2017-01-01,3
821,2017-01-01,2
822,2017-01-01,2
823,2017-01-01,5
824,2017-01-01,5
825,2017-01-01,5
826,2017-01-01,5
827,2017-01-01,1
828,2017-01-01,4
829,2017-01-01,5
830,2017-01-01,5
831,2017-01-01,3
832,2017-01-01,1
833,2017-01-01,2
834,2017-01-01,1
835,2017-01-01,2
836,2017-01-01,1
837,2017-01-01,1
838,2017-01-01,3
839,2017-01-01,2
840,2017-01-01,1
841,2017-01-01,2
842,2017-01-01,1
843,2017-01-01,1
844,2017-01-01,4
845,2017-01-01,2
846,2017-01-01,2
847,2017-01-01,1
848,2017-01-01,1
849,2017-01-01,5
850,2017-01-01,2
851,2017-01-01,5
852,2017-01-01,5
853,2017-01-01,2
854,2017-01-01,2
855,2017-01-01,1
856,2017-01-01,3
857,2017-01-01,5
858,2017-01-01,3
859,2017-01-01,5
860,2017-01-01,3
861,2017-01-01,1
862,2017-01-01,3
863,2017-01-01,1
864,2017-01-01,5
865,2017-01-01,4
866,2017-01-01,2
867,2017-01-01,2
868,2017-01-01,5
869,2017-01-01,1
870,2017-01-01,3
871,2017-01-01,1
872,2017-01-01,5
873,2017-01-01,5
874,2017-01-01,5
876,2017-01-01,2
877,2017-01-01,1
879,2017-01-01,5
880,2017-01-01,2
881,2017-01-01,1
882,2017-01-01,4
883,2017-01-01,5
884,2017-01-01,1
885,2017-01-01,5
886,2017-01-01,5
887,2017-01-01,3
888,2017-01-01,4
889,2017-01-01,5
890,2017-01-01,3
891,2017-01-01,3
892,2017-01-01,3
893,2017-01-01,2
894,2017-01-01,3
895,2017-01-01,4
896,2017-01-01,2
897,2017-01-01,4
898,2017-01-01,5
899,2017-01-01,2
900,2017-01-01,1
901,2017-01-01,4
902,2017-01-01,1
903,2017-01-01,5
904,2017-01-01,3
905,2017-01-01,4
906,2017-01-01,2
907,2017-01-01,3
908,2017-01-01,5
909,2017-01-01,4
910,2017-01-01,2
911,2017-01-01,1
912,2017-01-01,1
913,2017-01-01,1
914,2017-01-01,1
915,2017-01-01,5
916,2017-01-01,4
917,2017-01-01,2
918,2017-01-01,2
919,2017-01-01,1
920,2017-01-01,1
921,2017-01-01,4
922,2017-01-01,3
923,2017-01-01,2
924,2017-01-01,4
925,2017-01-01,3
926,2017-01-01,2
927,2017-01-01,1
928,2017-01-01,5
929,2017-01-01,4
930,2017-01-01,4
931,2017-01-01,4
932,2017-01-01,5
933,2017-01-01,5
934,2017-01-01,3
935,2017-01-01,4
936,2017-01-01,3
937,2017-01-01,4
938,2017-01-01,1
939,2017-01-01,3
940,2017-01-01,2
941,2017-01-01,5
942,2017-01-01,1
943,2017-01-01,5
944,2017-01-01,3
945,2017-01-01,1
946,2017-01-01,1
947,2017-01-01,4
948,2017-01-01,4
949,2017-01-01,1
950,2017-01-01,4
951,2017-01-01,3
952,2017-01-01,4
953,2017-01-01,1
954,2017-01-01,4
955,2017-01-01,1
956,2017-01-01,3
957,2017-01-01,3
958,2017-01-01,3
959,2017-01-01,5
960,2017-01-01,4
961,2017-01-01,3
962,2017-01-01,5
963,2017-01-01,3
964,2017-01-01,1
965,2017-01-01,4
966,2017-01-01,2
967,2017-01-01,5
968,2017-01-01,2
969,2017-01-01,5
970,2017-01-01,2
971,2017-01-01,3
972,2017-01-01,5
973,2017-01-01,2
974,2017-01-01,1
975,2017-01-01,2
976,2017-01-01,4
977,2017-01-01,2
978,2017-01-01,2
979,2017-01-01,2
980,2017-01-01,3
981,2017-01-01,3
982,2017-01-01,2
983,2017-01-01,5
984,2017-01-01,3
985,2017-01-01,4
986,2017-01-01,2
987,2017-01-01,5
988,2017-01-01,2
989,2017-01-01,4
990,2017-01-01,1
991,2017-01-01,3
992,2017-01-01,5
993,2017-01-01,2
994,2017-01-01,4
995,2017-01-01,3
996,2017-01-01,2
997,2017-01-01,2
998,2017-01-01,5
999,2017-01-01,3
1000,2017-01-01,3
1,2017-01-02,4
2,2017-01-02,5
3,2017-01-02,5
4,2017-01-02,1
5,2017-01-02,3
6,2017-01-02,5
7,2017-01-02,5
8,2017-01-02,2
9,2017-01-02,5
10,2017-01-02,3
11,2017-01-02,1
12,2017-01-02,2
13,2017-01-02,5
14,2017-01-02,3
15,2017-01-02,4
16,2017-01-02,5
17,2017-01-02,5
18,2017-01-02,1
19,2017-01-02,1
20,2017-01-02,4
21,2017-01-02,2
22,2017-01-02,2
23,2017-01-02,1
24,2017-01-02,4
25,2017-01-02,3
26,2017-01-02,4
27,2017-01-02,1
28,2017-01-02,5
29,2017-01-02,1
30,2017-01-02,3
31,2017-01-02,3
32,2017-01-02,5
33,2017-01-02,4
34,2017-01-02,3
35,2017-01-02,1
36,2017-01-02,1
37,2017-01-02,5
38,2017-01-02,3
39,2017-01-02,1
40,2017-01-02,5
41,2017-01-02,5
42,2017-01-02,2
43,2017-01-02,1
44,2017-01-02,2
45,2017-01-02,2
46,2017-01-02,4
47,2017-01-02,5
48,2017-01-02,2
49,2017-01-02,5
50,2017-01-02,3
51,2017-01-02,1
52,2017-01-02,1
53,2017-01-02,4
54,2017-01-02,2
55,2017-01-02,2
56,2017-01-02,1
57,2017-01-02,3
58,2017-01-02,5
59,2017-01-02,4
60,2017-01-02,3
61,2017-01-02,1
62,2017-01-02,1
63,2017-01-02,4
64,2017-01-02,4
65,2017-01-02,4
66,2017-01-02,5
67,2017-01-02,1
68,2017-01-02,1
69,2017-01-02,1
70,2017-01-02,3
71,2017-01-02,1
72,2017-01-02,1
73,2017-01-02,1
74,2017-01-02,2
75,2017-01-02,4
76,2017-01-02,5
77,2017-01-02,2
78,2017-01-02,3
79,2017-01-02,5
80,2017-01-02,2
81,2017-01-02,5
82,2017-01-02,5
83,2017-01-02,3
84,2017-01-02,5
85,2017-01-02,5
86,2017-01-02,3
87,2017-01-02,5
88,2017-01-02,5
89,2017-01-02,5
90,2017-01-02,2
91,2017-01-02,3
92,2017-01-02,3
93,2017-01-02,5
94,2017-01-02,3
95,2017-01-02,1
96,2017-01-02,2
97,2017-01-02,2
98,2017-01-02,4
99,2017-01-02,2
100,2017-01-02,5
101,2017-01-02,3
102,2017-01-02,3
103,2017-01-02,3
104,2017-01-02,3
105,2017-01-02,5
106,2017-01-02,3
107,2017-01-02,2
108,2017-01-02,5
109,2017-01-02,5
110,2017-01-02,5
111,2017-01-02,5
112,2017-01-02,2
113,2017-01-02,5
114,2017-01-02,4
115,2017-01-02,4
116,2017-01-02,5
117,2017-01-02,5
118,2017-01-02,2
119,2017-01-02,5
120,2017-01-02,5
121,2017-01-02,1
122,2017-01-02,5
123,2017-01-02,1
124,2017-01-02,2
125,2017-01-02,3
126,2017-01-02,1
127,2017-01-02,5
128,2017-01-02,4
129,2017-01-02,3
130,2017-01-02,1
131,2017-01-02,2
132,2017-01-02,4
133,2017-01-02,1
134,2017-01-02,1
135,2017-01-02,2
136,2017-01-02,2
137,2017-01-02,2
138,2017-01-02,5
139,2017-01-02,2
140,2017-01-02,4
141,2017-01-02,1
142,2017-01-02,1
143,2017-01-02,4
144,2017-01-02,1
145,2017-01-02,1
146,2017-01-02,3
147,2017-01-02,3
148,2017-01-02,2
149,2017-01-02,4
150,2017-01-02,5
151,2017-01-02,2
152,2017-01-02,1
153,2017-01-02,3
154,2017-01-02,4
155,2017-01-02,5
156,2017-01-02,2
157,2017-01-02,5
158,2017-01-02,1
159,2017-01-02,3
160,2017-01-02,5
161,2017-01-02,4
162,2017-01-02,2
163,2017-01-02,2
164,2017-01-02,5
165,2017-01-02,5
166,2017-01-02,1
167,2017-01-02,5
168,2017-01-02,2
169,2017-01-02,4
170,2017-01-02,1
171,2017-01-02,5
172,2017-01-02,3
173,2017-01-02,5
174,2017-01-02,2
175,2017-01-02,4
176,2017-01-02,3
177,2017-01-02,4
178,2017-01-02,2
179,2017-01-02,2
180,2017-01-02,2
181,2017-01-02,3
182,2017-01-02,5
183,2017-01-02,4
184,2017-01-02,1
185,2017-01-02,4
186,2017-01-02,3
187,2017-01-02,3
188,2017-01-02,1
189,2017-01-02,5
190,2017-01-02,4
191,2017-01-02,2
192,2017-01-02,1
193,2017-01-02,5
194,2017-01-02,4
195,2017-01-02,5
196,2017-01-02,4
197,2017-01-02,1
198,2017-01-02,5
199,2017-01-02,5
200,2017-01-02,4
201,2017-01-02,2
202,2017-01-02,4
203,2017-01-02,3
204,2017-01-02,1
205,2017-01-02,1
206,2017-01-02,2
207,2017-01-02,4
208,2017-01-02,1
209,2017-01-02,3
210,2017-01-02,1
211,2017-01-02,5
212,2017-01-02,5
213,2017-01-02,5
214,2017-01-02,1
215,2017-01-02,1
216,2017-01-02,5
217,2017-01-02,2
218,2017-01-02,2
219,2017-01-02,4
220,2017-01-02,5
221,2017-01-02,1
222,2017-01-02,2
223,2017-01-02,5
224,2017-01-02,3
225,2017-01-02,2
226,2017-01-02,2
227,2017-01-02,1
228,2017-01-02,3
229,2017-01-02,4
230,2017-01-02,1
231,2017-01-02,1
232,2017-01-02,3
233,2017-01-02,4
234,2017-01-02,4
235,2017-01-02,1
236,2017-01-02,3
237,2017-01-02,2
238,2017-01-02,4
239,2017-01-02,1
240,2017-01-02,4
241,2017-01-02,3
242,2017-01-02,5
243,2017-01-02,5
244,2017-01-02,3
245,2017-01-02,3
246,2017-01-02,3
247,2017-01-02,2
248,2017-01-02,2
249,2017-01-02,4
250,2017-01-02,2
251,2017-01-02,4
252,2017-01-02,5
253,2017-01-02,1
254,2017-01-02,3
255,2017-01-02,5
256,2017-01-02,2
257,2017-01-02,5
258,2017-01-02,1
259,2017-01-02,4
260,2017-01-02,2
261,2017-01-02,3
262,2017-01-02,1
263,2017-01-02,5
264,2017-01-02,2
265,2017-01-02,3
266,2017-01-02,2
267,2017-01-02,3
268,2017-01-02,4
269,2017-01-02,5
270,2017-01-02,5
271,2017-01-02,3
272,2017-01-02,3
273,2017-01-02,5
274,2017-01-02,1
275,2017-01-02,1
276,2017-01-02,2
277,2017-01-02,4
278,2017-01-02,5
279,2017-01-02,5
280,2017-01-02,1
281,2017-01-02,4
282,2017-01-02,3
